date,rating,userName,title,review
2023-04-05 10:59:50-07:00,1,jaimemarita,Glitchy and confusing,"They have an online article about how to use their app to change out the color of specific objects within a photo. I downloaded the app to use it for this purpose and it appears that feature doesn’t exist anymore. Also, it’s glitchy. When using the duplicate feature to duplicate an object, it allows you to position that duplicate where you want it before locking it in place. Every time I tried to do this, it moved the object down a few mm when I clicked the check mark to complete. After that point you can’t reposition."
2023-04-05 08:32:45-07:00,5,Blacklights&Glitter,Awesome.,"Love it. Works better than anything else for cutting out objects , the ai cutout option blows everyone else’s similar options out of the water and then mops the floor with them."
2023-04-04 15:17:49-07:00,5,son hipócritas,Gracias por su aplicación,Me encanta está app
2023-03-26 09:34:08-07:00,5,Ycuba,Súper me encanta como cámaras,Súper
2023-03-22 13:31:26-07:00,1,LaLMT,Terrible!,Every single one of my very clear iPhone photos are totally blurred in this APP . Total crap. I have no idea what Is going on. I deleted and reinstalled- same issue. I’m not paying a service to make my photos look worse lol
2023-03-21 22:25:16-07:00,4,CupcakeMartha,Great freebies,Great editing tools that are for feee if you don’t want to pay. BUT the app isn’t the most user friendly.
2023-03-21 08:41:43-07:00,1,okstopthat,Nickel & Diming,"App deleted from my phone, I’m not paying extra for services I should be grandfathered info for having this app for years. 

Later 🗑"
2023-03-21 03:25:34-07:00,5,Slay girly 2011,Kinley said da Bomb,This app is the best. The one thing I hate about it is you can’t take screenshots from it.  When I try to it makes another image. Other than that the app is great.
2023-03-15 23:00:54-07:00,5,Hadarkel,Love,I love this app. Great for making the photos fit for IG
2023-03-07 05:53:32-07:00,5,Fagabella1,Love this app!!,Love this app it is a lot of fun
2023-03-06 13:39:52-07:00,1,Ananna98,Wont download,Can’t download this app for over 8 months! Memory has space and all but app won’t download. All other apps download
2023-03-05 09:57:18-07:00,1,Charmander1O1,Just not worth it,This is honestly false advertisement
2023-03-05 05:14:21-07:00,2,kitswow,Not good,"Ok so this is super true 
I tried to use the cartoon filter and then I tried to screen shot the photo and it blocked me from screenshoting the photo and even on the photo it has something else so I can’t see the photo.And this gets me so mad I have to delete the app. That was just one reason, my next reason is I have to pay for EVERYTHING a even backgrounds.The only thing I am asking for is limit the things that you put prices on to 10 things on that app the most please."
2023-03-04 09:32:43-07:00,5,Cynthiafrse,5 stars,"Me encanta esta app, no es como otras que editas tus fotos y no las puedes guardar porque hay que pagar, sin embargo, esta es la mejor"
2023-03-03 06:33:59-07:00,1,AngelaAngelaAngelaNC,Not free they lie,"This app is not free. It says nothing about pricing until you sign up and give all of your information. This is dishonest business practice. I will report to the Better Business Bureau.

This is false advertising when something requires a credit card they are going to charge you. They say it’s free, but it’s not free because eventually there will be a charger in your account. Watch yourself."
2023-03-01 13:28:42-07:00,2,Mgabsa,Not Free,Not Free App. A 7 day trial
2023-03-01 11:27:55-07:00,1,bad gaaam,Zero star,Very bad app it won’t let me save my work. I deleted your app and found something better than YouCam.
2023-02-27 21:14:54-07:00,4,AbbyRV,Awesome BUT…,"I love this app! Does wonders BUT what I didn’t like is that they took the fee when I signed up for a free trial and won’t get it back until after the 7 days even though I cancelled right away. Maybe i missed it the 5 times I read through but it didn’t say that anywhere, and no, not all apps do that and if they do they state it clearly."
2023-02-23 20:43:33-07:00,4,":/23/;4:./45,)",No cobren debe ser gratis,"No me parece que cobren debería ser totalmente gratis,"
2023-02-22 19:55:05-07:00,5,Waleed OP,DANGGGG,THIS APP saved but problem for me. It’s insanely good I love iy!!!!!
2023-02-21 05:58:17-07:00,5,4evrG,Nice app,Great
2023-02-20 15:09:21-07:00,5,KingHéctortheFirst,Excelente,Me encanta
2023-02-17 15:25:03-07:00,5,cool nahla,"LIKE IT, LOVE IT!!",I am obsessed with this app and it’s so much fun to use to edit for photos and use templates! Sooooo much fun! Try now!
2023-02-13 17:15:46-07:00,5,khaya bridgeforth,Verry good,"Can be a bit laggy but thats fine and i love the night time mode i kinda wish pr,premium was free"
2023-02-11 16:57:34-07:00,3,Diva Breezy,Revue,Need to have a lot more backgrounds to choose from
2023-02-08 12:55:33-07:00,1,douchey12022,Constant ads freezing up phone,Suxks
2023-02-05 16:11:29-07:00,1,genaspice,"Poor quality, steep learning curve",Absolutely terrible! Did a horrible job removing the background from a picture. Definitely not worth the price.
2023-02-02 23:52:59-07:00,1,LML19,Frustrating and time consuming,First time I paid for an editing app. With all the stars I was so hopefully. This app not only has it always frozen but it takes forever to detect faces and 99% of the time I have to scan it multiple times. In theory it’s awesome but I won’t renew. The freezing is frustrating and it’s just overpriced and not worth it.
2023-02-02 11:37:26-07:00,5,zhoreyukk,Avis d’une abo,Très bonne app dommage que tout devient payant
2023-02-01 17:29:23-07:00,5,AlyArchold,I canceled Facetune for this app,Better price AND way better features for video editing. So glad I found this!
2023-01-31 20:55:45-07:00,2,JMBF918,More & more restrictive,"I understand the developers need to make money. But I’ve had this app for a really long time. And slowly I’ve been losing features that I did have. Every time I update, it seems like a feature I’ve used a million times, now isn’t available unless I pay. I’ve been a long time user of this app. But why bother?"
2023-01-30 08:59:40-07:00,3,AMRaven,Blur background,Charges to use blur filter. Not automatic have to use finger
2023-01-29 02:14:07-07:00,1,brylie000,Trash,May work great but you can’t do anything on there without having to pay for it. Everything costs you can’t save photos you can’t do anything. Don’t download look for a different app
2023-01-27 17:29:15-07:00,2,Kristinaboss❤️🧡💛💚🩵💙💜,Gender bias content,So I downloaded the game a while ago and I went under the thing where you can edit sample photos and one of the photos repeats girl pow*r horrible 😤I really wish I could have kept the game and girl powe* is not a good thing cause if a kid goes on the game and they see that it can lead to problems and they can say at bad times
2023-01-25 06:55:13-07:00,5,Patrizia Star,Excelente app lo mejor de lo mejor,Excelente app
2023-01-24 11:02:01-07:00,1,Christiyy,SCAM SCAM SCAM,THEY TOOK $40 OFF MY CARD FOR A SUBSCRIPTION I NEVER AGREED TOO! THAN I TRIED TO SWITCH THE YEARLY PLAN TO THE PLAN FOR 3 MONTHS FOR $5 and they just combined the two plans together !! THIS IS RIDICULOUS AND ABSURD AND DISGUSTING. WORST APP IVE EVER USED.
