date,rating,userName,title,review
2024-11-11 22:38:46-07:00,1,1Maura1,Misleading advert,"I got the app because the advert I saw said there was a free version. Not a perfect version, but free.
Went through all the basic setup for account and got hut with a pay wall instead. Not cool when you advertise a free option."
2024-11-10 10:41:02-07:00,5,Linda@56,Love this app,I have been using this app for yars now and just love it.
2024-11-08 08:57:58-07:00,5,mi fabirito,G,Es perfecta ♥️♥️♥️♥️
2024-11-08 08:48:20-07:00,5,MadnessC,Love this app,I tried the free trial just to test it. Talk about awesome. My mom needed some photos edited to get my now ex step dad out of them and wow it worked so freaking good I am so impressed! Will definitely have to buy the subscription!
2024-11-08 05:59:53-07:00,5,ABaeza90,Good to work with,Easy to work with and a fun app to use
2024-11-06 14:31:23-07:00,1,PredakingXHunter,Style Transfer?,What happened to the AI style transfer?
2024-11-04 19:50:10-07:00,5,didsgg,El mejor editor,Excelente herramienta
2024-10-28 07:32:36-07:00,1,USA-DK,Garbage app,"Absolutely garbage, there are far better and free apps out there"
2024-10-22 14:07:43-07:00,1,Pogmaster300,Not really “unlimited”,Ten dollars a month and you cap the usage per day? Unlimited means unlimited. Why would I pay a subscription to still be forced into a daily limit cap? That’s false advertisting.
2024-10-22 09:46:40-07:00,1,Quinnee71,New version too much noise,I have replaced this app with Picsart. Picsart is so much better!!!  The developers have gotten greedy with this app. They put all of their other apps on this app for you to upgrade. Everything flashing all over the app. Too much noise. I don’t want 25 apps to do what one can.  I want to create. Not have greedy developers flash a bunch of apps on the one i bought. When this app expires I will be glad to get rid of it. I used to do so much with this app. now I barely use it at all.
2024-10-21 16:49:56-07:00,1,__creepin_it_real__,So frustrating.,"Update: I literally did all of the things suggested. And was never responded to. I reached out on 3 separate occasions to your support and you never responded. I finally just got my money back from Apple support. 

I’ve made three separate attempts to contact support that have gone unanswered so maybe this will get some attention. I accidentally made a purchase of a yearly subscription, I didn’t want it and tried to cancel immediately but the charge went through. It was my fault, so I wasn’t going to fight it. But now when I attempt to use the app it keeps telling me that I have no iTunes purchases in my store. It specifically states in my subscriptions on my iPhone that I have a valid subscription until October of next year. I want my money back or my app to work, I refuse to just throw $30 away."
2024-10-20 22:43:48-07:00,1,Salvia_v23,Waste of time,"It asks for your information, then asks for money, the tool is garbage. After spending 20 minutes of editing a photo, it reseted and lost all my edits"
2024-10-18 20:44:22-07:00,1,kkka8881,"Scam poorly made, canceled immediately can’t get a refund",This app is a scam to not download it. I started a free trial and deleted the app once I started using it due to how poorly made it is and turns out it didn’t cancel my subscription and now I’m stuck with paying one year fee for this app. I will never even touch. There’s 1 million better option out there for free
2024-10-16 00:52:34-07:00,1,Fhdkekcke,"Wrongfully charged, declined refund","I did not want the subscription, only the free trial, because I do not have $43 for a photo editing app. I do not want this app, I will never use it. Why can I not get refunded almost $50 for something I will literally never use, I don’t even have any social media. I am really disappointed with the lack of sympathy on support’s end."
2024-10-13 19:00:10-07:00,5,Devi-R,Awesome,Few days ago I started to use this app trying out its features and I must say it is an amazing experience so far.
2024-10-13 13:42:00-07:00,1,Edie🐶🐶🐶 dog lover,WORST APP IN THE WORLD,IT'S SOOOOO BAD YOU HAVE TO PAY FOR EVERYTHING!!!!!
2024-10-12 18:15:23-07:00,5,El 7 pastilla,Perfecta,Perfecta
2024-10-10 00:55:59-07:00,1,Cash Tapper,Headshot generator fail,I paid for the headshot generator it made all my AI suit photos with a white person's body in all 20 photos and I'm black. I would like a refund
2024-10-08 13:05:18-07:00,5,Meggtgraphy,I YouCam Perfect🥰,"I truly love this app. I use it on almost every photo. Youcam perfect is my number one go to! I love being able to remove unwanted objects, including a double chins. Youcam perfect app enhances every photo. Especially enjoy being able to whiten teeth. How awesome is that!!! Five Stars for this app."
2024-10-07 16:00:25-07:00,2,Londyn J.,Why do we have to pay!,"I love this app, but I hate that we have to buy AI pictures or pay for they templates."
2024-10-05 04:30:43-07:00,1,amber2020202020020202,fix this or i will cancel,"why did i pay for premium if i can only create 50 images a day? and then i went to bed, woke up today as it told me to come back tomorrow and it still won’t let me. this is absolutely ridiculous and you need to fix it"
2024-10-04 12:40:32-07:00,2,Just Me 💯,Dissatisfied,"I used to really love this app and didn’t mind paying for premium when I had the extra cash, but now I will be deleting it because now you pretty much have to pay for features that were originally free.  Vey disappointing now because they are making it more complicated and more expensive. Too bad because it was a great app when I first downloaded."
2024-09-30 17:25:29-07:00,5,CamiFonteles,INCRÍVEL,O melhor app de edição de foto que ja usei! ✨✨✨✨
2024-09-28 17:34:04-07:00,5,demandpoppy,Awesome Touch Up App,I’ve been using this app for years now… don’t need anything else! Worth the cheap amount of money!! Love this app (not getting paid for this hahaha)
2024-09-26 12:55:16-07:00,5,ford14925,Amazing,Love this app. Great job guys 👍
2024-09-23 18:14:56-07:00,1,Green Bay 734,WARNING ⚠️ READ BEFORE DOWNLOADING,"THIS APP IS VERY DISAPPOINTING!!! I didn’t pay for subscriptions as I am not going to waste the money, and i will tell you right now, you can’t barely do ANYTHING without a subscription. I am VERY DISAPPOINTED and VERY DISGUSTED!! I had this app for roughly 3-4 months and just recently said it was going to update, well it didn’t, all it did was turn a dark gray color and wouldn’t let me back in the app. Since I did delete the app. I’m very disappointed, do NOT recommend this app and unless you want to waste your money, I would find a different game."
2024-09-23 13:17:59-07:00,1,GinnyG86,Doesn’t work well for a paid app,"I tried the premium version. It mostly has auto AI editing, but it’s bad at detecting facial features and does a poor job of correcting basic imperfections. I definitely wouldn’t pay for this, especially since there are much better apps that offer a lot more free features that work better."
2024-09-22 11:21:40-07:00,1,audietrophie,Limited to Premium users,"I was trying to do some editing for some work and a message pops up saying “Slow down, you’ve exhausted your amount of usage for premium (50)” and I’m sitting here saying wth? It should matter how many times I use the service if I’m PAYING for it. Definitely thinking about unsubscribing. I’m not going to pay for something and being told I need to wait 24 hours to use a service that I paid for"
2024-09-17 14:17:29-07:00,1,jnrockskk,Photos don’t download and refund was refused,I truly feel like this is a scam. The photos never uploaded and I was prompted to try again “for free” but was directed to repurchase every time. Refund was refused by Apple. Do not use this app.
2024-09-16 17:50:08-07:00,1,Zylok,Can’t edit out basic things,Really good but limited even with paid version. Also changed what they can do. Ai replace keeps telling me the image would be inappropriate when all I’m trying to do is remove extra fingers from my ai photos. Needs to go back to how it was earlier this year
2024-09-15 21:18:02-07:00,5,EtBluesky,Awesome app!,"Love it, especially the AI removal feature!"
2024-09-15 15:53:12-07:00,1,Txbeachnurse,Ripoff,"Subscribed to VIP and initially loved this app. Recently repeatedly keep getting error messages in AI Replace about images resulting in inappropriate or sensitive content, now resulting in a constant new image limit message. Deleting this app and my subscription. Not worth it anymore."
2024-09-15 12:44:04-07:00,5,"DKZ Consulting, LLC",Excellent work,Nice and easy
2024-09-13 09:47:22-07:00,5,ameadams,Thank you,I love it!! The only thing I want improvement is Ai replacement should be unlimited they don’t let me use it unlimited . They give you only just 50 times a day to use
2024-09-08 10:07:16-07:00,1,AbeH2,Keeps telling me no connection,Nothing works- just spinning -
2024-08-30 08:11:24-07:00,5,🙌🏼👏🏻😍,Maravilloso App le doy mil estrellas,Maravilloso App le doy mil estrellas
2024-08-27 15:04:13-07:00,5,Momo num num,Awesome,"This app is great .If you love taking photos you’ll love this app I have no regrets. 

But there are some app purchases that make it harder to make your photos perfectly perfect"
2024-08-26 23:49:41-07:00,1,idcurappsuccs,Horrible,You have to pay to simply see the results of your editing. So weird..
2024-08-26 10:11:48-07:00,1,Britton55,Creepy,Really creepy when I write a picture to remove someone a person I don’t even know shows up on my photo
2024-08-25 12:22:42-07:00,5,El aplicación es el mejor,el mejor app,el mejor app
2024-08-24 01:14:10-07:00,1,Ih979,Just make it free!!!,Why isn’t there an option to get it free with dumb ads? I don’t need another freakin SUBSCRIPTION. I already have like 20!!! OMG I hate subscriptions. Just let me use things…. Watch a couple annoying ads so you can get your money from them….. and I’ll be on my merry way!!!! Win - win……. Ugh!!!!!
2024-08-17 11:38:35-07:00,1,RizwanAzam,Useless App,I gave it another chance but No still useless.
2024-08-17 09:07:33-07:00,1,Ladyobx,No Thank You,Seriously? Now you guys want more money so you say teeth whitening is a “premium” feature & you want  three something more a moth for that & other stuff that used to be included with the subscription? Thats a rip off & you know it. $40.00 a year is definitely a rip off for your so called premium features.
2024-08-16 08:21:38-07:00,1,NMTOH,App often freeze,Recent now app often has frozen screen unsuccessful save although memory storage free a few hundreds GB. Last 2 years app is excellent. Now a lot trouble issued
2024-08-11 19:43:02-07:00,3,HamwiseKimchi,Bring back the face contrast feature,Don’t make this app be one you have to pay for everything just like the other perfect apps.
2024-08-11 12:20:40-07:00,5,hep1008,Best,I’m using this. Very best. Thank you
2024-08-07 08:57:24-07:00,1,ificivigvi,No thanks,"Stupid now cause you have to pay for everything, waste of time"
2024-08-07 07:26:57-07:00,3,D954J,Love BUT …,"I’ve been loving the app for a few years. However, recently I can’t create a collage. It freezes after I select the pictures - it won’t go any further than the selection. Frustrating and disappointing!"
2024-08-05 02:55:04-07:00,1,MoonKnight7777,Don't Buy Premium Supscription. Support Staff Won't Write Back,"I ended up paying for the premium subscription, because a lot of the features were really great. However, upon using the service and paying for it, there are numerous things that are limited. One of the specific settings is ""AI Replace"", which is amazing for editing trees to be a different type, cars to be an older model, or anything you are wanting to change to make the theme of your photo completely different. I found out that you can only use this feature 100 times per day, and if you are editing large volumes of picture as I am, you end up having to wait till the next day, which is a complete pain. I paid for the premium subscription so that it would be an unlimited use. Then as of two weeks ago, the company legitimately cut that in half and now you are only able to use this feature 50 times per day. That day I wrote a message to the support team and have received zero feedback. If I do not receive a message within the next two weeks, I will be canceling my subscription. It is completely unacceptable to pay for a service like this and not have unlimited use of all features in the app."
2024-07-29 20:50:35-07:00,5,Mljuno,Excellent camera app!!,Updating my review bc I figured out what I was doing wrong. I use this camera app every day for my products that I sell online. Love it!!
2024-07-28 22:11:41-07:00,2,AnnoyedByFakers,Unrealistic censorship ruining functionality,"Things get censored for zero legit reason, it’s way too sensitive n hey how about you just do age verification if it’s such a big deal.. been disappointed with the features n im paying"
2024-07-28 18:32:15-07:00,1,Mrjombi,Premium features have disappeared,"I am a subscriber until this August yet today many of the animation options were gone. I know that Holidays and Sponge Bob vanished, also the sports one, and the rest have all been reduced by half. I’d say half of the effects are gone. Your website gives me no option to get customer support, the suggestion on it does not work for my iPad. Since I am paying money for them I’d like to know why my app has been reduced to what seems like a basic free one. And how I can email someone about this. And what happened to ALL the animations? There’s only a slim handful now, can see them all without even scrolling."
2024-07-26 11:58:20-07:00,5,Louieboss,The best!!,Literally as an influencer i wanna sponsor them thats how good it is! All my blurry pics were changed cleared and beautified! I couldn’t be happier
2024-07-26 08:56:22-07:00,5,osisom,Awesome App,I have so much FUN with this app! That’s all I can say. 🥰
2024-07-22 05:59:01-07:00,5,Baquedano 💕,Muy lindas,Muy bellas fotos súper
2024-07-19 21:53:41-07:00,5,momof2💕,Best tool ever,Easy to use and very helpful
2024-07-18 14:07:48-07:00,4,Stormihxarts,It pretty great,"This is a very good app but the only thing is why just why ?, there is barely filters or frames that is free all the other stuff is lock like there is literally like five or less that is free but it’s just filters and frames and you have to pay for them I think that’s unacceptable but that’s my reason so ….. by over all this all is good"
2024-07-16 15:55:47-07:00,3,C.Mo15,Crashes A LOT,I used to love this app and I paid for the year but it crashes so much I can barely use it! Please FIX!!!!!
2024-07-13 13:26:51-07:00,5,Ismael Cuba,La mejor aplicación,"Borra los objetos y el fondo queda intacto , es la mejor aplicación"
2024-07-12 23:39:57-07:00,3,Lynn0181,Nice,Like the app works well except after applying make up affect I try scrol to background n it hits all the other make up affects u touch to use the scroller n when I did get to background it stopped working
2024-07-09 11:35:55-07:00,1,MarMo23,Used to be so much better,I used to recommend this app to everyone! I loved it for photo editing. It’s gone severely downhill. I was charged for a year when I didn’t sign up. I still kept it because I even liked the free version. But you used to be able to select brands and now you can’t. All my favorite features are either gone or now only available with premium. Like foundation- that used to be free. All it was good for was changing your skin tone which I can do with a million free apps. It’s simply not worth it.
2024-07-09 10:02:22-07:00,1,Sarrrr3434,False Free Trial,"When I downloaded the app it said there would be a free week trial.  I even have a screenshot of this. I was charged the full amount despite cancelling the subscription before the “free trial” was over.  Apple won’t refund my money.  The app works just fine, but they do not honor their advertising.  I wouldn’t spend $40 on this intentionally and it’s awful that they would scam people like this."
2024-07-06 14:24:31-07:00,5,Marinela🥰,Amazing app😍⭐️⭐️⭐️⭐️⭐️,I love this app .. Thanks 😊
2024-07-05 08:26:52-07:00,2,Kate165S,I'm deleting the application,"I'm deleting the application. I used this application for more than 5 years and it was great for easy photo correction, but now more and more functions are paid, and this application has become similar to a basic photo editor on the phone. Thanks, but at least you don’t have to pay for basic editing. Disappointment."
2024-07-01 07:41:19-07:00,3,Momof@5kidz,Too many albums!!!,"In my photos app, there have been over 400 EMTY ALBUMS from youcam perfect. Although the app is fine, it upsets me to have that many empty albums."
2024-06-22 14:06:13-07:00,2,jenben5469,Will not be renewing,What is the point in paying for the subscription when you’re still limited on what you can do?? Having a daily application limit of 50? Why download the app and pay then.
2024-06-21 15:24:18-07:00,1,grettelgonzalez,Terrible,Yall capping so bad
2024-06-21 05:57:13-07:00,3,truered1973,Collage Feature Broken,Last update broke the collage feature. You can select images and then it hangs when trying to click the green checkbox to save the pics you chose.
2024-06-18 03:16:32-07:00,1,IsaacNer,Thieves,"This app got me start a 7 day trail that was actually billed fir the yearly plan even though I didn’t sign up for it 
They love tricking their customers"
2024-06-16 18:30:45-07:00,5,Wolf_boy20071664,Love,I love this App. So much you could do with any pic!❤️
2024-06-14 10:45:44-07:00,3,Kappy Sullivan,Not working right,"I have a yearly subscription but, suddenly a lot of the features aren’t working. They were working yesterday but not today. 😕"
2024-06-07 08:18:37-07:00,2,😇SugarSweet😇,Not Free,It’s free to download but as soon as you open the app it wants your money. I’m just a teen trying to edit other people out of my scenery photos but nothing is ever free anymore. The app works ok but it’s not free.
2024-06-06 12:01:24-07:00,1,Rhae Soleil,Company lies,"Horrible!! It states clearly there is a limited free trial period. I downloaded the app and then cancelled it immediately because I didn’t want to use it. THEN A WEEK LATER THEY CHARGED ME FOR AN ENTIRE YEAR!!!! 
SCAM!! Not to be trusted. Don’t be duped"
2024-06-05 18:20:42-07:00,1,McNugget45709,bad app,you have to pay for literally every single feature very bad app and the remove something in the background feature is awful
2024-06-03 09:46:42-07:00,5,Unbelievable100%,Don't like it,I just had the free trial and I didn't even use it because I didn't have the time and desire for pictures. Now i tried to cancel it and they are giving me a hard time to do so. A friend of mine paid for her subscription and its features don't do much so they keep suggesting and offering more at extra cost so i don't like it
2024-06-03 05:15:31-07:00,5,Lucy0711,I never take a good picture,I have always hated to have my picture taken. Since I found your app I can feel a little more confident about my looks in a photo.
2024-06-02 09:06:04-07:00,1,Indian Midget,Almost no options.,Downloaded inorder to try different hair styles as I'm tired of the one I've had for a long time. They only had ten options to choose from and only 5 of them were legitimate hairstyles that normal people actually have.
2024-05-30 19:05:44-07:00,1,raibow🧜🏽‍♀️and🦄's,-1,I tried to download it for a certain lock screen feature and the app was promoted to have it but I spent almost a hour trying to find the feature just to figure out they didn’t have it.
2024-05-27 12:32:42-07:00,5,Soy papy,Genial,Muy buena
2024-05-26 11:48:35-07:00,5,They_love_Angie,Idk,I love the filters l do recommend 🙃
2024-05-22 12:23:29-07:00,1,My review Louie,Either you send my $40 back or else,I do not even have your app installed and yI’m I charged me $40 for what???? Return my money at once!!
2024-05-22 09:51:49-07:00,5,Lilly0578,Amazing,I love this apps 😍
2024-05-21 20:58:42-07:00,5,DevilsTrumpet,Eye color feature,All it’s missing is an eye color changer.
2024-05-15 11:23:22-07:00,1,Sevila lutfi,No kalite,Berbat
2024-05-13 14:42:08-07:00,1,TT iPhoner,Ai,What happened to the AI update option that would let you select and change objects in the picture??? It’s the only reason I purchased this app and it did an update and now the button is gone.
2024-05-09 22:17:28-07:00,1,Joyfully!88,Not letting me delete this!,"Once I found out they’d charge me in a week, I tried to cancel. They claimed I had to respond to an email THAT NEVER CAME in order to cancel! This seems like a scam. I reported to Apple but I’d greatly appreciate help from this company—yet no way to reach them."
2024-05-09 12:25:51-07:00,3,Fort-Worth,AI replacement feature disappeared???,"My daughter has invested in all of your platforms ( you cam perfect , you cam make up , you cam enhance , etc …

All of a sudden you have removed the Ai remove /replace feature …why ???? 

Very unhappy about this"
2024-05-07 18:37:26-07:00,2,Keetah2025,I found this app useful until….,"they are taking away edit tools … such as AI replace…which I used a lot… you pay good money for an app and then they change it …. usually not to the benefit to you… the purchaser. I was happily using this app… and BOOM … they are taking away features/ tools. Also, they tease you by having tools loaded into the toolbar… such as “ makeup”… but when you click on it… in order to use it you have to purchase it additionally. They do this with other tools as well… BUMMER… shame on you developers …. GREED will be a downfall…."
2024-05-05 20:37:26-07:00,2,Uneeklibeautiful,Recent Al Feature Updates Permanently Ruining App Performance,"I’ve been a dedicated user of all the YouCam apps for years now. I pay annually and screentime suggests I spend about 30% of my time using them on average every week. When they first integrated the new Al feature into the Pro Removal feature I was impressed to see how it worked for the first time using the Perfect app. Then they added the Al Replace feature and I was over the moon; I even downloaded it for my two youngest daughters so they could experiment with it as well, and they loved it so I purchased the annual subscription for both of their iPads. Up to this point I had always considered these apps to be five star, two thumbs up, ten of ten , 100% satisfaction and all the positive feedback possible. 
Then the last few updates took place in the past couple weeks and I have had nothing but problems with the entire app, although primarily the problems have lied within the Al features. Every time I use the Removal feature, regardless if it’s set to plus or pro, it just gives me the “plus” outcome of a messy product. Not a big deal tho since the Al Replace feature was still working fine and it could literally produce the same results as the Removal feature. Then the latest update was the last straw for me, because not only is the app now prompting me to “UPGRADE” after using it the allotted number of times per day, and not only is that impossible since I already have the highest purchase available, but now to top it all off, it won’t work at all, and every time I make an attempt, it presents an error message saying that the results are inappropriate and it doesn’t matter if I’m trying to make a dog into a cat or make grass a bit shorter; it’s all apparently inappropriate! So I’m fed up and I’d like to either get refunded at least for the purchases I made for my daughters who’ve only had the app for a week now or if there’s any suggestions on how I can go about troubleshooting this issue on my own; I just want the old app and things back to normal here."
2024-05-05 09:51:26-07:00,5,Oceanic whitetip Shark!9,Yeey,"I love how the IPhone picture be Topnotch Quality,but it really reveals my smile marks nd lil scars.So I would constantly take pictures over nd over again and again till I find the one picture if any,that I look the best in.This App,I take pictures once,and I look so good,hehe!thank you App now I’m taking pictures constantly,once each time I do!ol
Nd I don’t mind putting it in the Media to show how good I Look,thanks App again nd again
Alfa"
2024-04-29 23:24:22-07:00,1,KIMBO1626,Huge Disappointment,"This app used to be one of the best, sadly, it’s not anymore. Time to delete! It’s so unfortunate to see the downturn and lack of quality."
2024-04-29 12:11:45-07:00,3,Miaday82,It would be perfect BUT,It keeps closing every time I walk away from my phone for 2 seconds. Everytime I go go to finish my edit I have to start from scratch because it won’t let me resume my edit which is so annoying!
2024-04-28 20:04:43-07:00,5,Dilajg,what happened with android which cannot upload in playstore/,can you check what happened in playstore
2024-04-27 14:15:01-07:00,3,Jdbeiif,AI features,Noticed as of today there is no difference in results from AI Removal plus or AI Removal PRO.  What happened ?
2024-04-26 07:56:24-07:00,5,allanmander,Love it 😍 thank you for saving my life 🥰☺️,Love it 😍 thank you for saving my life ☺️😍
2024-04-14 10:07:59-07:00,1,Frustrated video maker,I love this app when I had it for free but…,I used to use this app all the time when it was free. I don’t mind paying for it yearly but I can’t get past the first box to click in order to edit a photo. The “Continue” option  is gray/shaded out. I’ve deleted it twice and reinstalled it. I still can’t get to my photo library. Please please fix! I’ll update my review once I’m able to use it. THANKS!
2024-04-11 14:10:20-07:00,1,Prettygangsta96,SCAM,My account has been hit twice by 2 payments this year and last year regarding a 39.99 subscription that I'm not subscribed too! Please send my money back now! I don't use your app I WANT MY MONEY BACK
2024-04-05 21:28:34-07:00,1,Grazealla,Scammers,Paid for a subscription for one year could not use an features. Have to upgrade after for another 27.00 use a different app
2024-04-01 06:17:37-07:00,1,Dentalgurl,Rip off,This app took my money and didn’t let me do my photos!!
2024-03-31 21:58:30-07:00,5,Ms.Montgomery223,Wow! I found my forever photo app❤️,This is the best app for editing photos!  I’m so blown away and happy that I found it*
2024-03-28 15:42:11-07:00,5,stormchaser 😄😎,AWESOMEEEE,This app is awesome it has so many free filters and I love the beauty filter.  It is sooo funny when it gives you big eyes 😂.  Thank so much to the creators of this app.  I really enjoy this app thank you again.  Pleases make more byeeeee. 😁😁
2024-03-27 22:43:22-07:00,1,IPollitoGD,.,"Before some utilities were free, now they charge you for everything..."
2024-03-24 19:24:15-07:00,5,CindiGuillot,Best photo app ever!,It’s just amazing all the options this app has to improve your photos and not to mention all the extra fun perks included!
2024-03-24 14:55:40-07:00,2,Dgreen1315,Disappointed Subscriber,"Well my excitement didn’t last long. 24 hrs after having downloaded this app, I’m already running into error messages telling me that I’m limited to 100 edits in a 24hr period. Why are we paying for something that has limitations? No where does it say this upon purchasing or I wouldn’t have waisted my money."
2024-03-22 10:46:41-07:00,5,duranguchi,Muy bueno,Ll mejor es buenísimo esta Aplicación 100% recomendado
2024-03-14 16:42:57-07:00,1,apprev12345678901,Cancelled and still charged!,I canceled this before the trial ended and was still charged for it!
2024-03-12 20:02:23-07:00,5,Canelita_AZ,Recommend it,Love it
2024-03-08 10:05:23-07:00,5,tu abuela marica,Good,Good
2024-03-08 08:48:41-07:00,3,mishmosh97,Not everyone sees a mole as a flaw. Stop erasing beauty marks without an option to keep them.,"I only just became a premium member, and for the most part I enjoy this app. It’s very easy to use and the results are as natural as you allow them to be. 1 thing I do not like and I am having trouble figuring out how to remedy is, when trying your magic avatar, the AI took it upon itself to remove my birthmarks on my face. Those are unique to me and make me me. I didn’t want them removed. And I’d like the option to add them back without having to download and pay for another app. Can you help?  Not freckles. Moles. Having the ability to fix this would make this a 5 star review and me a very satisfied user. Thank you."
2024-03-07 10:54:37-07:00,1,Jfessr,Don’t buy!,This app is horrible. Wanted the AI headshot generator and paid even more for that and was the worst I have ever seen. Complete waste of money. Whoever posted any good reviews must be working for this company in my opinion.
2024-03-05 21:09:13-07:00,5,BigLeoL,Love this app is really great. Looking forward to using it more often.,That’s it I’m done
2024-03-02 11:34:29-07:00,1,Ineedmessengerinapp,Deceptive scam,It’s highly unethical and intentionally deceptive to list a paid app in the store as free only to be asked for payment after downloading. It isn’t clear what you’re downloading based on the bio and I’m not sure how this is anything but a scam. I have to make an account and sign up for a free trial just to use any of the features? This is not a free app and should not be listed as such. I can only assume it’s set up this way so that they can collect and sell your data while charging YOU to do so. There’s no reason for a free photo editing app to require so much information before you can even use it
2024-02-25 18:26:18-07:00,5,Para ustedes Failia,Maravillosa APLICACIÓN,Maravilloso es esa app
2024-02-25 08:58:47-07:00,1,tkinclt,Not free,All over the internet that this is free but just downloaded and it’s a 7 day trial then $40
2024-02-24 17:27:53-07:00,5,How I stay connected,many themes and choices!,I love the many available options
2024-02-23 06:39:50-07:00,1,Melanie Kraft,So stupid,"It’s a paid subscription but they make you pay more to use anything? What’s the point of us paying for the subscription if we still have to pay, no thanks"
2024-02-21 19:06:27-07:00,5,PatriciaSmoote,Fantastic App,I am getting ready to go premium now. I have loved every picture I have taken with it.
2024-02-21 08:04:59-07:00,5,Valle de lágrimas,Fotos,Muy buenos
2024-02-18 12:42:35-07:00,3,good gane moonlight,Nose Editor,"Where did the nose editor go. That was one of the best options for this app and with the latest updates, it’s gone. Super bummed."
2024-02-17 18:18:26-07:00,1,Hrg1234,Useless App,Bring back the manual face shaper 😡
2024-02-15 04:58:07-07:00,1,Me gustaría cambio,Mi opinión,"Quisiera volver a la antigua actualización porque esta nueva no me gusta, quitaron todas las opciones prácticas"
2024-02-14 20:17:11-07:00,1,Ugnky,BAD,"I didn't like the last update, they removed the option to manually reshape the face and especially the one used for that! I paid my subscription now I will stop doing it"
2024-02-11 18:44:08-07:00,4,Fidojdhdbfh,Beaty,I LOVE the app but everything cost money well almost everything I don’t have money and just want good pics
2024-02-11 18:14:18-07:00,5,el amigo de jesús,🤙🤙🤙,exelente
2024-02-11 17:41:03-07:00,1,Tara5415,Limits premium users who paid $30 for the app!!,I paid $30 for this app as a premium user and it limits up to 50 times/application per day! Unbelievable! I’d like my money back! I would recommend! Didn’t even know this! TERRIBLE!
2024-02-10 19:38:39-07:00,1,Soledadss,No,No estoy de acuerdo con los nuevos cambios
2024-02-10 14:21:11-07:00,2,Cutmeslack,Transparency  &  Misinformation  in ads,"I fee l that Youcam is capable of a 5 star review. But hold on. I am struggling to offer that as a new subscriber to a premium subscription, because of two reasons: they are unable to troubleshoot and giv me back an important feature that is missing in my edit screen. How can you take away the object remove feature and after multiple times of my polite and honest  requests, you  are suggesting that ‘I may need to ask Apple for  a refund back if need be? I have cooperated with you and provided all the uploads and information you requested, but still unsuccessful to offer me a better alternative. Is a phone call fro you guys an absolute  no, for solving this issue? What happens  if I choose to ask for a refund? The penalty kicks in? This is a problem that has not been addressed. How can you take away the most essential features for a subscription, and then claim you did see any problems with your app. 
Secondly, can you please clarify precisely, whether  YouCam Percy  Premium Subscription comes with YouCa make as a free fine of the free bundle. Guys,
Don’t complicate things. Please answer the question as it is instead on copying all the confusing content you already have on line. May I cont on you in addressing my issues?"
2024-02-10 06:55:39-07:00,5,Henry Wilkinski,Simple and sweet,"Just a straight forward good photo editing app, no complaints"
2024-02-09 20:35:51-07:00,4,MCPPeru,Manual face shape should be installed back!!,"I subscribed to the premium version because it has many features I use, one of the was the facial manual shape which has been removed and that’s why you don’t get a 5 star review, I was very happy with that choice and used it a lot so please add it back again because I’m pretty sure many people used it."
2024-02-05 18:24:37-07:00,1,Sofiaaa3,Face shaper removed,why is the manual face shaper removed? Bring it back
2024-02-05 17:59:43-07:00,5,Katia-K,Great Features,This is the Best App Ever! ❤️
2024-02-05 15:24:11-07:00,1,TemplarKnight_2015,Dumb App,"The good or great reviews for this app are obviously fake reviews.  This app looks like a fifth grader made it.  Without paying, you basically get only the features that are already built in to your smartphone out of the box.  Don’t waste your time like I did downloading and trying this for all of five minutes before deleting."
2024-02-04 09:07:44-07:00,2,Caseseyo,Misleading on purpose,"I want to withdraw consent for the use of 10 selfies I uploaded a few minutes ago. I uploaded them under the impression that Some of the AI editors, like Magic Avatars, of the app were free, because it didn’t have a crown on the section like the other Premium items did, but once I “gave permissions for future use” for the photos I’d wanted to see, something popped up demanding I pay, before I was even allowed to see what the results would be. Me not uploading them or deleting them from my “shared with app” selections does not disallow the company from using them in ways I don’t control or want.  I don’t want the free trial because I don’t trust any apps to not charge me against my wishes & I feel tricked, so please do not offer that to me, I would just like help to have YouCam delete those specific photos / data."
2024-02-03 06:32:20-07:00,1,LeeOU812,Terrible app,"Don’t bother wasting your time with this app. There are to many functions that don’t work correctly. They advertise using emojis, can’t find them in the app. Not USER friendly, then ask me to pay! Absolutely not."
2024-02-02 16:21:17-07:00,5,kalim66,The best recording videos,I like it
2024-02-02 08:50:27-07:00,2,alerale,Extremely disappointed,There are some features that charge you almost a dollar for each edited pic even when you don’t know the result.
2024-02-01 05:13:23-07:00,3,Miranda Ariela,This used to be my absolute favorite app for editing,This used to be my absolute favorite app for editing every one of my photos but I honestly dislike the update I can’t edit my photos to my liking anymore….
2024-01-31 07:56:56-07:00,2,QBQ276Z,Not “free”,"This is advertised as “free” but it’s one of those free trials but then automatic billing afterward. So you need to provide your credit card info to get the free trial. 

Also, you have to set up an account to get access to the app, and the process to delete the account was a pain: both finding where to delete as well as an email deletion process that can time out. 

I did play around with the features, which they allow for free (you can’t keep your edits), and it is awesome…. just not sure I’d pay for a subscription for the limited amount of editing I’d need!"
2024-01-28 17:00:57-07:00,5,kay kaymij,Excelente .! Hermosas tomas,Muy buenas fotos y videos bellísimos
2024-01-27 08:54:54-07:00,1,Lara_SF,Not worth even a try,App steals your email information before letting you know that it has a subscription cost right away.
